gamma,mu,lam,eps,E_err,P_err,score,time,status
0.0001,1e-06,1e-06,1e-06,0.3939,0.3755,0.0,6.346,optimal
0.0001,1e-06,1e-05,1e-06,0.3939,0.3755,0.0,48.966,optimal_inaccurate
0.0001,1e-06,0.0001,1e-06,0.3939,0.3755,0.0,12.442,optimal
0.0001,1e-06,0.001,1e-06,0.3939,0.3755,0.001,0.276,optimal
0.0001,1e-06,0.01,1e-06,0.394,0.3756,0.0,1.423,optimal
0.0001,1e-06,0.1,1e-06,0.3939,0.3755,0.001,2.926,optimal
0.0001,1e-06,1.0,1e-06,0.3952,0.3765,0.001,6.483,optimal
0.0001,1e-06,10.0,1e-06,0.4042,0.3839,0.008,2.679,optimal
0.0001,1e-06,100.0,1e-06,0.434,0.4122,0.029,0.626,optimal
0.0001,1e-06,1000.0,1e-06,0.4216,0.43,0.051,0.516,optimal
0.0001,1e-06,10000.0,1e-06,0.2658,0.3846,0.115,0.739,optimal
0.0001,1e-06,100000.0,1e-06,-0.036,0.2589,0.321,10.24,optimal
0.0001,1e-06,1000000.0,1e-06,-0.0367,0.2653,0.34,3.067,optimal
0.0001,1e-05,1e-06,1e-06,0.3939,0.3755,0.0,6.37,optimal
0.0001,1e-05,1e-05,1e-06,0.3939,0.3755,0.0,49.369,optimal_inaccurate
0.0001,1e-05,0.0001,1e-06,0.3939,0.3755,0.0,12.216,optimal
0.0001,1e-05,0.001,1e-06,0.3939,0.3755,0.0,0.282,optimal
0.0001,1e-05,0.01,1e-06,0.3938,0.3754,0.0,1.563,optimal
0.0001,1e-05,0.1,1e-06,0.394,0.3756,0.0,3.854,optimal
0.0001,1e-05,1.0,1e-06,0.3952,0.3765,0.001,6.96,optimal
0.0001,1e-05,10.0,1e-06,0.4042,0.3839,0.008,2.748,optimal
0.0001,1e-05,100.0,1e-06,0.434,0.4122,0.029,0.74,optimal
0.0001,1e-05,1000.0,1e-06,0.4216,0.43,0.051,0.513,optimal
0.0001,1e-05,10000.0,1e-06,0.2658,0.3846,0.115,0.746,optimal
0.0001,1e-05,100000.0,1e-06,-0.036,0.2589,0.321,10.97,optimal
0.0001,1e-05,1000000.0,1e-06,-0.0367,0.2653,0.34,3.283,optimal
0.0001,0.0001,1e-06,1e-06,0.3939,0.3755,0.0,6.344,optimal
0.0001,0.0001,1e-05,1e-06,0.3939,0.3755,0.0,37.172,optimal
0.0001,0.0001,0.0001,1e-06,0.3939,0.3755,0.0,0.163,optimal
0.0001,0.0001,0.001,1e-06,0.3938,0.3754,0.001,0.519,optimal
0.0001,0.0001,0.01,1e-06,0.394,0.3756,0.0,2.135,optimal
0.0001,0.0001,0.1,1e-06,0.394,0.3756,0.001,2.61,optimal
0.0001,0.0001,1.0,1e-06,0.3952,0.3765,0.001,7.598,optimal
0.0001,0.0001,10.0,1e-06,0.4042,0.3839,0.008,2.686,optimal
0.0001,0.0001,100.0,1e-06,0.434,0.4122,0.029,0.635,optimal
0.0001,0.0001,1000.0,1e-06,0.4216,0.43,0.051,0.507,optimal
0.0001,0.0001,10000.0,1e-06,0.2658,0.3846,0.115,0.618,optimal
0.0001,0.0001,100000.0,1e-06,-0.036,0.2589,0.321,6.401,optimal
0.0001,0.0001,1000000.0,1e-06,-0.0367,0.2653,0.34,3.543,optimal
0.0001,0.001,1e-06,1e-06,0.3939,0.3755,0.0,6.629,optimal
0.0001,0.001,1e-05,1e-06,0.3939,0.3755,0.0,24.983,optimal
0.0001,0.001,0.0001,1e-06,0.3939,0.3755,0.0,0.164,optimal
0.0001,0.001,0.001,1e-06,0.3938,0.3755,0.001,0.513,optimal
0.0001,0.001,0.01,1e-06,0.3939,0.3755,0.001,0.867,optimal
0.0001,0.001,0.1,1e-06,0.394,0.3756,0.001,3.41,optimal
0.0001,0.001,1.0,1e-06,0.3952,0.3765,0.001,9.745,optimal
0.0001,0.001,10.0,1e-06,0.4042,0.3839,0.008,2.727,optimal
0.0001,0.001,100.0,1e-06,0.434,0.4122,0.029,0.748,optimal
0.0001,0.001,1000.0,1e-06,0.4216,0.43,0.051,0.521,optimal
0.0001,0.001,10000.0,1e-06,0.2658,0.3846,0.115,0.4,optimal
0.0001,0.001,100000.0,1e-06,-0.036,0.2589,0.321,6.702,optimal
0.0001,0.001,1000000.0,1e-06,-0.0367,0.2653,0.34,3.558,optimal
0.0001,0.01,1e-06,1e-06,0.3939,0.3755,0.0,6.36,optimal
0.0001,0.01,1e-05,1e-06,0.3939,0.3755,0.0,14.46,optimal
0.0001,0.01,0.0001,1e-06,0.3939,0.3755,0.0,0.161,optimal
0.0001,0.01,0.001,1e-06,0.3939,0.3755,0.001,0.28,optimal
0.0001,0.01,0.01,1e-06,0.3941,0.3756,0.003,0.517,optimal
0.0001,0.01,0.1,1e-06,0.394,0.3756,0.001,4.83,optimal
0.0001,0.01,1.0,1e-06,0.3952,0.3765,0.001,17.705,optimal
0.0001,0.01,10.0,1e-06,0.4042,0.3839,0.008,5.0,optimal
0.0001,0.01,100.0,1e-06,0.434,0.4122,0.029,0.876,optimal
0.0001,0.01,1000.0,1e-06,0.4216,0.43,0.051,0.522,optimal
0.0001,0.01,10000.0,1e-06,0.2658,0.3846,0.115,0.285,optimal
0.0001,0.01,100000.0,1e-06,-0.036,0.2589,0.321,10.709,optimal
0.0001,0.01,1000000.0,1e-06,-0.0367,0.2653,0.34,3.284,optimal
0.0001,0.1,1e-06,1e-06,0.3939,0.3755,0.0,6.378,optimal
0.0001,0.1,1e-05,1e-06,0.3937,0.3754,0.001,7.998,optimal
0.0001,0.1,0.0001,1e-06,0.3939,0.3755,0.001,0.161,optimal
0.0001,0.1,0.001,1e-06,0.394,0.3756,0.001,0.164,optimal
0.0001,0.1,0.01,1e-06,0.3942,0.3757,0.001,0.737,optimal
0.0001,0.1,0.1,1e-06,0.394,0.3756,0.0,3.213,optimal
0.0001,0.1,1.0,1e-06,0.3952,0.3765,0.001,6.562,optimal
0.0001,0.1,10.0,1e-06,0.4042,0.3839,0.008,2.162,optimal
0.0001,0.1,100.0,1e-06,0.434,0.4122,0.029,0.637,optimal
0.0001,0.1,1000.0,1e-06,0.4216,0.43,0.051,0.516,optimal
0.0001,0.1,10000.0,1e-06,0.2658,0.3846,0.115,0.883,optimal
0.0001,0.1,100000.0,1e-06,-0.036,0.2589,0.321,8.612,optimal
0.0001,0.1,1000000.0,1e-06,-0.0367,0.2653,0.34,3.967,optimal
0.0001,1.0,1e-06,1e-06,0.3939,0.3755,0.0,5.979,optimal
0.0001,1.0,1e-05,1e-06,0.3939,0.3755,0.0,12.035,optimal
0.0001,1.0,0.0001,1e-06,0.3938,0.3754,0.001,0.167,optimal
0.0001,1.0,0.001,1e-06,0.3938,0.3754,0.001,0.161,optimal
0.0001,1.0,0.01,1e-06,0.394,0.3755,0.001,0.163,optimal
0.0001,1.0,0.1,1e-06,0.3941,0.3757,0.001,3.509,optimal
0.0001,1.0,1.0,1e-06,0.3952,0.3765,0.002,4.413,optimal
0.0001,1.0,10.0,1e-06,0.4042,0.3839,0.008,1.662,optimal
0.0001,1.0,100.0,1e-06,0.434,0.4122,0.029,0.63,optimal
0.0001,1.0,1000.0,1e-06,0.4216,0.43,0.051,0.509,optimal
0.0001,1.0,10000.0,1e-06,0.2658,0.3846,0.115,0.735,optimal
0.0001,1.0,100000.0,1e-06,-0.036,0.2589,0.321,6.289,optimal
0.0001,1.0,1000000.0,1e-06,-0.0367,0.2653,0.34,3.06,optimal
0.0001,10.0,1e-06,1e-06,0.3939,0.3755,0.0,5.839,optimal
0.0001,10.0,1e-05,1e-06,0.3937,0.3753,0.001,2.868,optimal
0.0001,10.0,0.0001,1e-06,0.3938,0.3755,0.001,0.165,optimal
0.0001,10.0,0.001,1e-06,0.3939,0.3755,0.001,0.167,optimal
0.0001,10.0,0.01,1e-06,0.3942,0.3757,0.001,0.161,optimal
0.0001,10.0,0.1,1e-06,0.394,0.3756,0.001,0.276,optimal
0.0001,10.0,1.0,1e-06,0.3951,0.3765,0.002,1.871,optimal
0.0001,10.0,10.0,1e-06,0.4042,0.3839,0.008,2.924,optimal
0.0001,10.0,100.0,1e-06,0.434,0.4122,0.029,0.877,optimal
0.0001,10.0,1000.0,1e-06,0.4216,0.43,0.051,0.522,optimal
0.0001,10.0,10000.0,1e-06,0.2658,0.3846,0.115,0.276,optimal
0.0001,10.0,100000.0,1e-06,-0.036,0.2589,0.321,8.955,optimal
0.0001,10.0,1000000.0,1e-06,-0.0367,0.2653,0.34,4.249,optimal
0.0001,100.0,1e-06,1e-06,0.3939,0.3755,0.0,5.853,optimal
0.0001,100.0,1e-05,1e-06,0.394,0.3756,0.001,1.287,optimal
0.0001,100.0,0.0001,1e-06,0.3939,0.3755,0.001,0.165,optimal
0.0001,100.0,0.001,1e-06,0.394,0.3756,0.0,0.166,optimal
0.0001,100.0,0.01,1e-06,0.394,0.3756,0.0,0.161,optimal
0.0001,100.0,0.1,1e-06,0.394,0.3756,0.0,0.165,optimal
0.0001,100.0,1.0,1e-06,0.3951,0.3765,0.002,0.163,optimal
0.0001,100.0,10.0,1e-06,0.4042,0.3839,0.008,0.63,optimal
0.0001,100.0,100.0,1e-06,0.434,0.4122,0.029,0.519,optimal
0.0001,100.0,1000.0,1e-06,0.4216,0.43,0.051,0.518,optimal
0.0001,100.0,10000.0,1e-06,0.2658,0.3846,0.115,0.397,optimal
0.0001,100.0,100000.0,1e-06,-0.036,0.2589,0.321,10.171,optimal
0.0001,100.0,1000000.0,1e-06,-0.0367,0.2653,0.34,3.755,optimal
0.0001,1000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.377,optimal
0.0001,1000.0,1e-05,1e-06,0.394,0.3756,0.002,1.165,optimal
0.0001,1000.0,0.0001,1e-06,0.394,0.3756,0.001,0.165,optimal
0.0001,1000.0,0.001,1e-06,0.3939,0.3755,0.001,0.164,optimal
0.0001,1000.0,0.01,1e-06,0.394,0.3756,0.0,0.165,optimal
0.0001,1000.0,0.1,1e-06,0.3941,0.3756,0.0,0.165,optimal
0.0001,1000.0,1.0,1e-06,0.3951,0.3765,0.002,0.165,optimal
0.0001,1000.0,10.0,1e-06,0.4041,0.3839,0.008,0.511,optimal
0.0001,1000.0,100.0,1e-06,0.434,0.4122,0.029,1.096,optimal
0.0001,1000.0,1000.0,1e-06,0.4216,0.43,0.051,0.746,optimal
0.0001,1000.0,10000.0,1e-06,0.2658,0.3846,0.115,0.514,optimal
0.0001,1000.0,100000.0,1e-06,-0.036,0.2589,0.321,11.497,optimal
0.0001,1000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,5.391,optimal
0.0001,10000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.439,optimal
0.0001,10000.0,1e-05,1e-06,0.394,0.3756,0.002,1.153,optimal
0.0001,10000.0,0.0001,1e-06,0.394,0.3756,0.001,0.179,optimal
0.0001,10000.0,0.001,1e-06,0.3939,0.3755,0.001,0.168,optimal
0.0001,10000.0,0.01,1e-06,0.394,0.3756,0.0,0.176,optimal
0.0001,10000.0,0.1,1e-06,0.3941,0.3756,0.0,0.168,optimal
0.0001,10000.0,1.0,1e-06,0.3951,0.3765,0.002,0.169,optimal
0.0001,10000.0,10.0,1e-06,0.4041,0.3839,0.008,0.51,optimal
0.0001,10000.0,100.0,1e-06,0.434,0.4122,0.029,1.099,optimal
0.0001,10000.0,1000.0,1e-06,0.4216,0.43,0.051,0.744,optimal
0.0001,10000.0,10000.0,1e-06,0.2658,0.3846,0.115,0.63,optimal
0.0001,10000.0,100000.0,1e-06,-0.036,0.2589,0.321,26.62,optimal
0.0001,10000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,8.565,optimal
0.0001,100000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.261,optimal
0.0001,100000.0,1e-05,1e-06,0.394,0.3756,0.002,1.142,optimal
0.0001,100000.0,0.0001,1e-06,0.394,0.3756,0.001,0.162,optimal
0.0001,100000.0,0.001,1e-06,0.3939,0.3755,0.001,0.164,optimal
0.0001,100000.0,0.01,1e-06,0.394,0.3756,0.0,0.162,optimal
0.0001,100000.0,0.1,1e-06,0.3941,0.3756,0.0,0.162,optimal
0.0001,100000.0,1.0,1e-06,0.3951,0.3765,0.002,0.164,optimal
0.0001,100000.0,10.0,1e-06,0.4041,0.3839,0.008,0.506,optimal
0.0001,100000.0,100.0,1e-06,0.434,0.4122,0.029,1.09,optimal
0.0001,100000.0,1000.0,1e-06,0.4216,0.43,0.051,0.743,optimal
0.0001,100000.0,10000.0,1e-06,0.2658,0.3846,0.115,0.851,optimal
0.0001,100000.0,100000.0,1e-06,-0.036,0.2589,0.321,33.999,optimal
0.0001,100000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,12.484,optimal
0.0001,1000000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.3,optimal
0.0001,1000000.0,1e-05,1e-06,0.394,0.3756,0.002,1.121,optimal
0.0001,1000000.0,0.0001,1e-06,0.394,0.3756,0.001,0.167,optimal
0.0001,1000000.0,0.001,1e-06,0.3939,0.3755,0.001,0.162,optimal
0.0001,1000000.0,0.01,1e-06,0.394,0.3756,0.0,0.161,optimal
0.0001,1000000.0,0.1,1e-06,0.3941,0.3756,0.0,0.159,optimal
0.0001,1000000.0,1.0,1e-06,0.3951,0.3765,0.002,0.16,optimal
0.0001,1000000.0,10.0,1e-06,0.4042,0.3839,0.008,0.621,optimal
0.0001,1000000.0,100.0,1e-06,0.434,0.4122,0.029,1.087,optimal
0.0001,1000000.0,1000.0,1e-06,0.4216,0.43,0.051,0.739,optimal
0.0001,1000000.0,10000.0,1e-06,0.2658,0.3846,0.115,1.306,optimal
0.0001,1000000.0,100000.0,1e-06,-0.0362,0.2583,0.32,47.377,user_limit
0.0001,1000000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,11.66,optimal
0.001,1e-06,1e-06,1e-06,0.3939,0.3755,0.0,5.936,optimal
0.001,1e-06,1e-05,1e-06,0.3965,0.3776,0.004,47.398,user_limit
0.001,1e-06,0.0001,1e-06,0.3939,0.3755,0.0,43.999,optimal
0.001,1e-06,0.001,1e-06,0.3938,0.3755,0.001,0.508,optimal
0.001,1e-06,0.01,1e-06,0.3941,0.3756,0.001,0.738,optimal
0.001,1e-06,0.1,1e-06,0.3939,0.3755,0.0,7.035,optimal
0.001,1e-06,1.0,1e-06,0.394,0.3756,0.0,19.356,optimal
0.001,1e-06,10.0,1e-06,0.3952,0.3765,0.001,13.462,optimal
0.001,1e-06,100.0,1e-06,0.4042,0.3839,0.008,2.677,optimal
0.001,1e-06,1000.0,1e-06,0.434,0.4122,0.029,0.63,optimal
0.001,1e-06,10000.0,1e-06,0.4216,0.43,0.051,0.513,optimal
0.001,1e-06,100000.0,1e-06,0.2658,0.3846,0.115,0.86,optimal
0.001,1e-06,1000000.0,1e-06,-0.036,0.2589,0.321,9.822,optimal
0.001,1e-05,1e-06,1e-06,0.3939,0.3755,0.0,5.934,optimal
0.001,1e-05,1e-05,1e-06,0.3965,0.3776,0.004,47.593,user_limit
0.001,1e-05,0.0001,1e-06,0.3939,0.3755,0.0,44.088,optimal
0.001,1e-05,0.001,1e-06,0.3938,0.3755,0.0,0.505,optimal
0.001,1e-05,0.01,1e-06,0.3941,0.3756,0.001,0.738,optimal
0.001,1e-05,0.1,1e-06,0.3939,0.3755,0.0,6.251,optimal
0.001,1e-05,1.0,1e-06,0.394,0.3756,0.0,15.114,optimal
0.001,1e-05,10.0,1e-06,0.3952,0.3765,0.001,9.702,optimal
0.001,1e-05,100.0,1e-06,0.4042,0.3839,0.008,4.055,optimal
0.001,1e-05,1000.0,1e-06,0.434,0.4122,0.029,0.627,optimal
0.001,1e-05,10000.0,1e-06,0.4216,0.43,0.051,0.508,optimal
0.001,1e-05,100000.0,1e-06,0.2658,0.3846,0.115,0.395,optimal
0.001,1e-05,1000000.0,1e-06,-0.036,0.2589,0.321,6.384,optimal
0.001,0.0001,1e-06,1e-06,0.3939,0.3755,0.0,5.973,optimal
0.001,0.0001,1e-05,1e-06,0.3965,0.3776,0.004,47.476,user_limit
0.001,0.0001,0.0001,1e-06,0.3939,0.3755,0.0,48.215,optimal_inaccurate
0.001,0.0001,0.001,1e-06,0.3939,0.3755,0.0,14.887,optimal
0.001,0.0001,0.01,1e-06,0.394,0.3756,0.001,0.97,optimal
0.001,0.0001,0.1,1e-06,0.3939,0.3755,0.001,3.372,optimal
0.001,0.0001,1.0,1e-06,0.394,0.3756,0.0,19.384,optimal
0.001,0.0001,10.0,1e-06,0.3952,0.3765,0.001,15.513,optimal
0.001,0.0001,100.0,1e-06,0.4042,0.3839,0.008,2.221,optimal
0.001,0.0001,1000.0,1e-06,0.434,0.4122,0.029,0.629,optimal
0.001,0.0001,10000.0,1e-06,0.4216,0.43,0.051,0.513,optimal
0.001,0.0001,100000.0,1e-06,0.2658,0.3846,0.115,0.397,optimal
0.001,0.0001,1000000.0,1e-06,-0.036,0.2589,0.321,7.185,optimal
0.001,0.001,1e-06,1e-06,0.3939,0.3755,0.0,5.946,optimal
0.001,0.001,1e-05,1e-06,0.3965,0.3776,0.004,47.606,user_limit
0.001,0.001,0.0001,1e-06,0.3939,0.3755,0.0,27.91,optimal
0.001,0.001,0.001,1e-06,0.3938,0.3755,0.001,0.508,optimal
0.001,0.001,0.01,1e-06,0.3941,0.3756,0.001,0.737,optimal
0.001,0.001,0.1,1e-06,0.3939,0.3755,0.0,6.591,optimal
0.001,0.001,1.0,1e-06,0.394,0.3756,0.0,17.727,optimal
0.001,0.001,10.0,1e-06,0.3952,0.3765,0.001,18.7,optimal
0.001,0.001,100.0,1e-06,0.4042,0.3839,0.008,1.9,optimal
0.001,0.001,1000.0,1e-06,0.434,0.4122,0.029,0.746,optimal
0.001,0.001,10000.0,1e-06,0.4216,0.43,0.051,0.626,optimal
0.001,0.001,100000.0,1e-06,0.2658,0.3846,0.115,0.507,optimal
0.001,0.001,1000000.0,1e-06,-0.036,0.2589,0.321,9.39,optimal
0.001,0.01,1e-06,1e-06,0.3939,0.3755,0.0,5.933,optimal
0.001,0.01,1e-05,1e-06,0.3939,0.3755,0.0,35.468,optimal
0.001,0.01,0.0001,1e-06,0.3939,0.3755,0.0,0.162,optimal
0.001,0.01,0.001,1e-06,0.3939,0.3755,0.0,0.274,optimal
0.001,0.01,0.01,1e-06,0.394,0.3756,0.001,1.085,optimal
0.001,0.01,0.1,1e-06,0.3939,0.3755,0.001,3.261,optimal
0.001,0.01,1.0,1e-06,0.394,0.3756,0.0,17.516,optimal
0.001,0.01,10.0,1e-06,0.3952,0.3765,0.001,16.329,optimal
0.001,0.01,100.0,1e-06,0.4042,0.3839,0.008,3.823,optimal
0.001,0.01,1000.0,1e-06,0.434,0.4122,0.029,0.74,optimal
0.001,0.01,10000.0,1e-06,0.4216,0.43,0.051,0.512,optimal
0.001,0.01,100000.0,1e-06,0.2658,0.3846,0.115,0.623,optimal
0.001,0.01,1000000.0,1e-06,-0.036,0.2589,0.321,6.753,optimal
0.001,0.1,1e-06,1e-06,0.3939,0.3755,0.0,5.964,optimal
0.001,0.1,1e-05,1e-06,0.3939,0.3755,0.0,15.995,optimal
0.001,0.1,0.0001,1e-06,0.3939,0.3755,0.0,0.194,optimal
0.001,0.1,0.001,1e-06,0.3939,0.3755,0.0,0.169,optimal
0.001,0.1,0.01,1e-06,0.3941,0.3756,0.001,0.731,optimal
0.001,0.1,0.1,1e-06,0.3939,0.3755,0.001,3.264,optimal
0.001,0.1,1.0,1e-06,0.394,0.3756,0.001,9.37,optimal
0.001,0.1,10.0,1e-06,0.3952,0.3765,0.001,13.417,optimal
0.001,0.1,100.0,1e-06,0.4042,0.3839,0.008,2.681,optimal
0.001,0.1,1000.0,1e-06,0.434,0.4122,0.029,0.629,optimal
0.001,0.1,10000.0,1e-06,0.4216,0.43,0.051,0.51,optimal
0.001,0.1,100000.0,1e-06,0.2658,0.3846,0.115,0.618,optimal
0.001,0.1,1000000.0,1e-06,-0.036,0.2589,0.321,8.378,optimal
0.001,1.0,1e-06,1e-06,0.3939,0.3755,0.0,5.949,optimal
0.001,1.0,1e-05,1e-06,0.3941,0.3757,0.001,11.378,optimal
0.001,1.0,0.0001,1e-06,0.3938,0.3754,0.001,0.393,optimal
0.001,1.0,0.001,1e-06,0.3938,0.3755,0.001,0.162,optimal
0.001,1.0,0.01,1e-06,0.3939,0.3755,0.001,0.163,optimal
0.001,1.0,0.1,1e-06,0.3939,0.3755,0.001,5.979,optimal
0.001,1.0,1.0,1e-06,0.394,0.3756,0.001,6.866,optimal
0.001,1.0,10.0,1e-06,0.3952,0.3765,0.001,9.814,optimal
0.001,1.0,100.0,1e-06,0.4042,0.3839,0.008,2.127,optimal
0.001,1.0,1000.0,1e-06,0.434,0.4122,0.029,0.633,optimal
0.001,1.0,10000.0,1e-06,0.4216,0.43,0.051,0.511,optimal
0.001,1.0,100000.0,1e-06,0.2658,0.3846,0.115,0.74,optimal
0.001,1.0,1000000.0,1e-06,-0.036,0.2589,0.321,7.035,optimal
0.001,10.0,1e-06,1e-06,0.3939,0.3755,0.0,5.941,optimal
0.001,10.0,1e-05,1e-06,0.394,0.3756,0.0,14.336,optimal
0.001,10.0,0.0001,1e-06,0.394,0.3755,0.0,0.162,optimal
0.001,10.0,0.001,1e-06,0.3939,0.3755,0.0,0.161,optimal
